Date,Close,High,Low,Open,Volume,SMA_20,SMA_200,Golden Cross,Trend,stock,Adj Close
2015-04-17,531.8294067382812,541.2172737690665,530.6373466860608,537.9389873579067,2728290.0,531.8294067382812,531.8294067382812,False,NEGATIVE,TATAMOTORS.NS,
2015-04-20,529.6935424804688,539.5781206744015,517.6234199640236,539.5781206744015,5011252.0,530.761474609375,530.761474609375,False,NEGATIVE,TATAMOTORS.NS,
2015-04-21,523.9317626953125,534.4620312508318,520.057385427157,527.9551171606864,3243871.0,528.4849039713541,528.4849039713541,False,NEGATIVE,TATAMOTORS.NS,
2015-04-22,520.057373046875,526.2166128964399,507.2918708160619,525.5212040913025,4311384.0,526.3780212402344,526.3780212402344,False,NEGATIVE,TATAMOTORS.NS,
2015-04-23,508.6329650878906,524.3290483681449,505.10632286686814,524.3290483681449,4961920.0,522.8290100097656,522.8290100097656,False,NEGATIVE,TATAMOTORS.NS,
2015-04-24,512.805419921875,516.580418546032,505.2553923566702,511.8616551073903,4302328.0,521.1584116617838,521.1584116617838,False,NEGATIVE,TATAMOTORS.NS,
2015-04-27,513.4510498046875,519.5606302262499,509.6760516162231,517.573782691924,3082875.0,520.0573599679129,520.0573599679129,False,NEGATIVE,TATAMOTORS.NS,
2015-04-28,526.3656005859375,530.2896369046645,514.9412263561486,517.0771118787079,6417077.0,520.845890045166,520.845890045166,False,NEGATIVE,TATAMOTORS.NS,
2015-04-29,517.4744873046875,524.5277721079309,513.401413300098,523.2859923444178,3685760.0,520.4712897406685,520.4712897406685,False,NEGATIVE,TATAMOTORS.NS,
2015-04-30,504.90765380859375,517.3751105560101,503.41751808658114,514.792232891366,10009172.0,518.914926147461,518.914926147461,False,NEGATIVE,TATAMOTORS.NS,
2015-05-04,503.1194763183594,512.6066611173223,494.22832152299975,508.3846101294375,5849866.0,517.4789761629971,517.4789761629971,False,NEGATIVE,TATAMOTORS.NS,
2015-05-05,507.09320068359375,512.3086757348689,502.7221116252043,506.14943592851216,3398712.0,516.6134948730469,516.6134948730469,False,NEGATIVE,TATAMOTORS.NS,
2015-05-06,494.5760498046875,505.1560073163725,492.53951280433097,505.1560073163725,5925410.0,514.9183067908654,514.9183067908654,False,NEGATIVE,TATAMOTORS.NS,
2015-05-07,484.89013671875,499.6921444778784,479.4263061131271,490.2546188863479,5504557.0,512.7734375,512.7734375,False,NEGATIVE,TATAMOTORS.NS,
2015-05-08,510.3218078613281,512.5073523038631,494.0793229965874,495.4701102250697,6229295.0,512.6099955240885,512.6099955240885,False,NEGATIVE,TATAMOTORS.NS,
2015-05-11,526.2166137695312,527.458393554416,513.6001190283462,518.8155941248623,5520513.0,513.4604091644287,513.4604091644287,False,NEGATIVE,TATAMOTORS.NS,
2015-05-12,510.1727600097656,522.2428829517356,507.7885490482621,522.2428829517356,4569616.0,513.2670180376838,513.2670180376838,False,NEGATIVE,TATAMOTORS.NS,
2015-05-13,517.0274047851562,522.0938416759599,503.2187903540085,513.6000807078366,4442178.0,513.4759284125435,513.4759284125435,False,NEGATIVE,TATAMOTORS.NS,
2015-05-14,513.2026977539062,515.5869390666843,506.7454735352767,515.5869390666843,3587736.0,513.4615478515625,513.4615478515625,False,NEGATIVE,TATAMOTORS.NS,
2015-05-15,516.4810180664062,521.0507429406899,513.6497240743585,515.5869124618075,4038816.0,513.6125213623047,513.6125213623047,False,NEGATIVE,TATAMOTORS.NS,
2015-05-18,517.2758178710938,520.9514982929412,506.94418543678427,513.8484934151309,4363711.0,512.8848419189453,513.7869640531994,False,NEGATIVE,TATAMOTORS.NS,
2015-05-19,506.4474182128906,515.338572947609,505.3546763358126,513.5007632542212,5500642.0,511.72253570556643,513.4533483331853,False,NEGATIVE,TATAMOTORS.NS,
2015-05-20,501.9273376464844,510.470757438022,500.238505185244,507.63952407195154,6385674.0,510.622314453125,512.9522174337636,False,NEGATIVE,TATAMOTORS.NS,
2015-05-21,507.8382568359375,509.1296956444755,501.6790171716295,503.16915286619866,4708702.0,510.0113586425781,512.7391357421875,False,NEGATIVE,TATAMOTORS.NS,
2015-05-22,511.2655944824219,513.5504571473236,506.8448463457203,508.3846411437773,4744826.0,510.1429901123047,512.6801940917969,False,NEGATIVE,TATAMOTORS.NS,
2015-05-25,501.9770202636719,510.61981921369375,499.6921577130116,509.6263954409045,3080546.0,509.60157012939453,512.2685335599459,False,NEGATIVE,TATAMOTORS.NS,
2015-05-26,494.3276977539063,502.6724517592592,490.30431310206336,501.6790279415532,7389680.0,508.6454025268555,511.60405815972223,False,NEGATIVE,TATAMOTORS.NS,
2015-05-27,468.6476440429688,471.8266121017583,460.5015573403746,470.48548400455377,15936377.0,505.759504699707,510.0699005126953,False,NEGATIVE,TATAMOTORS.NS,
2015-05-28,481.1648254394531,484.2444452946464,469.1443913499569,470.73387549943294,11792862.0,503.9440216064453,509.0731737860318,False,NEGATIVE,TATAMOTORS.NS,
2015-05-29,478.4825439453125,487.02599427335247,476.2473405039763,482.0092164539972,7892019.0,502.6227661132813,508.05348612467446,False,NEGATIVE,TATAMOTORS.NS,
