Date,Close,High,Low,Open,Volume,SMA_20,SMA_200,Golden Cross,Trend,stock
2015-04-17,800.4208374023438,806.0122057996297,792.9087142553402,799.6098636418839,764984,800.4208374023438,800.4208374023438,False,NEGATIVE,HINDUNILVR.NS
2015-04-20,779.7627563476562,803.0672759658332,773.0616056428636,801.0612292027346,879556,790.091796875,790.091796875,False,NEGATIVE,HINDUNILVR.NS
2015-04-21,745.3179931640625,785.2259271403937,742.970467636043,780.274792810868,2535704,775.1671956380209,775.1671956380209,False,NEGATIVE,HINDUNILVR.NS
2015-04-22,774.384765625,779.3785724387674,746.9400338268581,757.5679338715034,2106687,774.9715881347656,774.9715881347656,False,NEGATIVE,HINDUNILVR.NS
2015-04-23,770.543212890625,787.061234221231,762.1347725651127,777.671132728353,1027886,774.0859130859375,774.0859130859375,False,NEGATIVE,HINDUNILVR.NS
2015-04-24,759.31787109375,771.6530622194629,745.8729509479078,771.6530622194629,1122637,771.6245727539062,771.6245727539062,False,NEGATIVE,HINDUNILVR.NS
2015-04-27,739.81201171875,769.8176245804937,734.3486588041548,755.4763883076744,945769,767.0799211774554,767.0799211774554,False,NEGATIVE,HINDUNILVR.NS
2015-04-28,734.6475830078125,746.0011142681584,726.8794267688032,736.9951090484633,1844291,763.02587890625,763.02587890625,False,NEGATIVE,HINDUNILVR.NS
2015-04-29,732.1719970703125,746.9400586669032,727.4342734043918,734.476851100394,1323821,759.597669813368,759.597669813368,False,NEGATIVE,HINDUNILVR.NS
2015-04-30,725.897705078125,733.6659133324114,710.404064645053,731.7878821004737,3001302,756.2276733398437,756.2276733398437,False,NEGATIVE,HINDUNILVR.NS
2015-05-04,735.629150390625,739.0010611813311,720.6050075566488,734.135270479765,558193,754.3550803444602,754.3550803444602,False,NEGATIVE,HINDUNILVR.NS
2015-05-05,750.397216796875,754.1106067277807,729.0134031552478,732.4279858398157,1663346,754.0252583821615,754.0252583821615,False,NEGATIVE,HINDUNILVR.NS
2015-05-06,732.5987548828125,750.3545751367868,725.684193406802,750.3545751367868,1989322,752.3770658052885,752.3770658052885,False,NEGATIVE,HINDUNILVR.NS
2015-05-07,739.4705200195312,744.1655709402901,728.7572778844601,734.1352348823051,982642,751.4551696777344,751.4551696777344,False,NEGATIVE,HINDUNILVR.NS
2015-05-08,764.1835327148438,774.2992119846873,729.4401472302674,747.5374439249196,5244650,752.3037272135417,752.3037272135417,False,NEGATIVE,HINDUNILVR.NS
