Date,Close,High,Low,Open,Volume,SMA_20,SMA_200,Golden Cross,Trend,stock,Adj Close
2015-04-17,256.578125,260.5910341760146,255.0474216722028,259.8463751990913,11639567.0,256.578125,256.578125,False,NEGATIVE,ICICIBANK.NS,
2015-04-20,257.4468994140625,262.78364033135585,255.08879425510315,258.89485969677145,11663690.0,257.01251220703125,257.01251220703125,False,NEGATIVE,ICICIBANK.NS,
2015-04-21,257.1986389160156,261.9562062459956,256.4539800679024,257.3227394655632,9953639.0,257.0745544433594,257.0745544433594,False,NEGATIVE,ICICIBANK.NS,
2015-04-22,258.93621826171875,260.63240745577224,251.0345008473693,259.1844471676475,12256206.0,257.5399703979492,257.5399703979492,False,NEGATIVE,ICICIBANK.NS,
2015-04-23,258.0260925292969,261.3770857940394,256.2885456096933,260.01186837324946,10352840.0,257.63719482421874,257.63719482421874,False,NEGATIVE,ICICIBANK.NS,
2015-04-24,255.04737854003903,258.6052146534285,254.09587618053163,258.5224716949391,13482295.0,257.20555877685547,257.20555877685547,False,NEGATIVE,ICICIBANK.NS,
2015-04-27,250.12432861328125,258.5224751456213,245.49086175309705,257.0745427912648,24819034.0,256.19395446777344,256.19395446777344,False,NEGATIVE,ICICIBANK.NS,
2015-04-28,270.4371032714844,271.8850634174502,252.85476578171813,252.85476578171813,37447522.0,257.9743480682373,257.9743480682373,False,NEGATIVE,ICICIBANK.NS,
2015-04-29,273.16754150390625,277.01499200849065,268.98914692798104,271.2231513427531,24501414.0,259.6624806722005,259.6624806722005,False,NEGATIVE,ICICIBANK.NS,
2015-04-30,273.9949951171875,276.0221563984802,269.0719407312574,273.8708945389126,20787994.0,261.0957321166992,261.0957321166992,False,NEGATIVE,ICICIBANK.NS,
2015-05-04,272.4643249511719,278.7525969261875,269.8993481534371,275.31886051222745,11308400.0,262.12924055619675,262.12924055619675,False,NEGATIVE,ICICIBANK.NS,
2015-05-05,271.760986328125,273.7881195973332,270.643997927796,272.46428766555454,10109107.0,262.93188603719074,262.93188603719074,False,NEGATIVE,ICICIBANK.NS,
2015-05-06,258.2742919921875,279.6626958114454,256.6194882361311,270.4785044123741,19967506.0,262.5736095721905,262.5736095721905,False,NEGATIVE,ICICIBANK.NS,
2015-05-07,252.0273895263672,258.97757671194023,248.71778187141192,258.31566073603267,16086181.0,261.82030814034596,261.82030814034596,False,NEGATIVE,ICICIBANK.NS,
2015-05-08,262.2871398925781,263.8592003180996,256.4953003164116,256.4953003164116,15672276.0,261.85143025716144,261.85143025716144,False,NEGATIVE,ICICIBANK.NS,
2015-05-11,267.66534423828125,269.5683770135216,264.0247646291985,264.8108089631298,9605442.0,262.21479988098145,262.21479988098145,False,NEGATIVE,ICICIBANK.NS,
2015-05-12,255.0060577392578,268.0790304354683,254.01316986955072,267.7067009562554,13692241.0,261.79075622558594,261.79075622558594,False,NEGATIVE,ICICIBANK.NS,
2015-05-13,262.8250732421875,264.06616244083847,253.5994944707819,259.10175009538983,15431501.0,261.8482182820638,261.8482182820638,False,NEGATIVE,ICICIBANK.NS,
2015-05-14,260.5910339355469,263.0732397814737,257.5296550581961,262.8663962381678,11672149.0,261.7820506848787,261.7820506848787,False,NEGATIVE,ICICIBANK.NS,
2015-05-15,258.4397888183594,261.83213943883374,256.9504431547866,260.8806091849654,12014773.0,261.61493759155275,261.61493759155275,False,NEGATIVE,ICICIBANK.NS,
2015-05-18,261.6666564941406,262.2044719099966,258.89486422049936,260.6324110350272,7629436.0,261.86936416625974,261.61740039643786,False,POSITIVE,ICICIBANK.NS,
2015-05-19,260.9219970703125,263.8592752782074,258.15017702625937,259.7636232709134,9064851.0,262.0431190490723,261.5857911543413,False,POSITIVE,ICICIBANK.NS,
2015-05-20,263.73516845703125,265.5968157910081,261.66664981617697,261.66664981617697,7555070.0,262.36994552612305,261.67924234141475,False,POSITIVE,ICICIBANK.NS,
2015-05-21,259.4326477050781,265.4313323777622,258.72937413634736,264.93490234245706,11132704.0,262.394766998291,261.5856342315674,False,POSITIVE,ICICIBANK.NS,
2015-05-22,259.4739990234375,263.2386786046254,257.94329597105985,260.6323726543468,8944914.0,262.46716232299804,261.5011688232422,False,POSITIVE,ICICIBANK.NS,
2015-05-25,258.2742919921875,259.8877103778635,257.2814041834704,258.1501636564626,5481212.0,262.62850799560545,261.3770581758939,False,POSITIVE,ICICIBANK.NS,
2015-05-26,256.2471618652344,258.9775967241895,255.378402287614,258.150194746514,5505501.0,262.9346496582031,261.18706201623985,False,POSITIVE,ICICIBANK.NS,
2015-05-27,259.1017150878906,260.46693246474644,254.4268621524816,257.9847266273955,12557150.0,262.3678802490234,261.1125853402274,False,POSITIVE,ICICIBANK.NS,
2015-05-28,260.21875,261.4598670279364,257.7365437195508,260.0119064204852,11520281.0,261.72044067382814,261.08176343194367,False,POSITIVE,ICICIBANK.NS,
2015-05-29,262.4940490722656,263.85926636189697,260.4669158233812,262.36994850972343,22664703.0,261.14539337158203,261.1288396199544,False,POSITIVE,ICICIBANK.NS,
2015-06-01,261.8321228027344,263.941998935371,261.4597933543524,262.2871952146919,7621775.0,260.61378326416013,261.15152617423763,False,NEGATIVE,ICICIBANK.NS,
2015-06-02,251.9446563720703,262.7009094451072,250.7035673408237,262.2872223598312,13982208.0,259.6229667663574,260.8638114929199,False,NEGATIVE,ICICIBANK.NS,
2015-06-03,244.7048492431641,251.73777871865315,240.60919766663687,251.73777871865315,22831293.0,258.9444946289062,260.37414597020006,False,NEGATIVE,ICICIBANK.NS,
2015-06-04,244.1577606201172,246.4301828884065,240.2441743140764,245.58855233613104,20759124.0,258.55101318359374,259.8971934599035,False,NEGATIVE,ICICIBANK.NS,
2015-06-05,239.1080017089844,246.0935444817104,238.1822051816913,245.0835820652936,23735127.0,257.3920562744141,259.3032165527344,False,NEGATIVE,ICICIBANK.NS,
2015-06-08,238.30845642089844,240.4125472888218,235.9518819946224,240.4125472888218,21145729.0,255.92421188354493,258.7200287712945,False,NEGATIVE,ICICIBANK.NS,
2015-06-09,241.63287353515625,242.2220064569764,237.3826236265615,238.0980194981042,19411474.0,255.25555267333985,258.2582137649124,False,NEGATIVE,ICICIBANK.NS,
2015-06-10,246.17774963378903,247.7347764513068,241.2962685514038,241.5487662590459,17487792.0,254.4231864929199,257.94030681409333,False,NEGATIVE,ICICIBANK.NS,
2015-06-11,242.8111724853516,250.13337835219687,241.1279113153058,249.1234159995562,21760535.0,253.53419342041016,257.55238029284357,False,NEGATIVE,ICICIBANK.NS,
2015-06-12,249.0813446044922,249.96507234904035,241.6749720904465,243.6528281842185,20748570.0,253.0662712097168,257.3406044006348,False,NEGATIVE,ICICIBANK.NS,
2015-06-15,251.8166656494141,252.78453103403783,246.7668533622688,248.28181117494685,17020704.0,252.57377166748046,257.2058741871904,False,NEGATIVE,ICICIBANK.NS,
2015-06-16,254.2153167724609,255.0148786056279,247.3560085951425,250.00713525999137,15828124.0,252.2384376525879,257.1346704392206,False,NEGATIVE,ICICIBANK.NS,
2015-06-17,253.62619018554688,256.10898513199305,252.5320618346009,256.0669163122193,16849471.0,251.73298873901368,257.0530778751817,False,NEGATIVE,ICICIBANK.NS,
2015-06-18,255.3094024658203,257.28722992953305,254.4677719544704,256.31936473005294,15455462.0,251.52682647705078,257.0134488886053,False,NEGATIVE,ICICIBANK.NS,
2015-06-19,256.31939697265625,257.5397599549708,252.8266115467027,252.8266115467027,9060393.0,251.3690963745117,256.99802551269534,False,NEGATIVE,ICICIBANK.NS,
