Date,Close,High,Low,Open,Volume,SMA_20,SMA_200,Golden Cross,Trend,stock,Adj Close
2015-04-17,190.03564453125,195.6505514837596,187.9601793938797,195.5023008646208,4230088.0,190.03564453125,190.03564453125,False,NEGATIVE,SHRIRAMFIN.NS,
2015-04-20,187.5061492919922,194.13099432255416,185.31023513399688,191.0548484908892,3625000.0,188.7708969116211,188.7708969116211,False,NEGATIVE,SHRIRAMFIN.NS,
2015-04-21,190.43405151367188,192.66703911984936,187.1633241591101,188.61801420909427,2088883.0,189.32528177897134,189.32528177897134,False,NEGATIVE,SHRIRAMFIN.NS,
2015-04-22,193.0561981201172,195.50229701222912,188.14548533283048,191.42547036210607,2823914.0,190.2580108642578,190.2580108642578,False,NEGATIVE,SHRIRAMFIN.NS,
2015-04-23,190.8695373535156,196.42884102658527,189.2017360944616,193.6769834593364,2679408.0,190.38031616210938,190.38031616210938,False,NEGATIVE,SHRIRAMFIN.NS,
2015-04-24,192.71337890625,194.1309954858703,183.4571253209984,191.7960882010784,2299094.0,190.76915995279947,190.76915995279947,False,NEGATIVE,SHRIRAMFIN.NS,
2015-04-27,184.7450256347656,195.4837557883036,182.53056755626616,193.21370917337407,3282403.0,189.9085693359375,189.9085693359375,False,NEGATIVE,SHRIRAMFIN.NS,
2015-04-28,183.6887969970703,186.4221255505212,178.15727932823071,184.92110414331165,6243368.0,189.1310977935791,189.1310977935791,False,NEGATIVE,SHRIRAMFIN.NS,
2015-04-29,182.40087890625,186.4221174910077,180.12157438490462,184.1427984594701,4024885.0,188.38329569498697,188.38329569498697,False,NEGATIVE,SHRIRAMFIN.NS,
2015-04-30,179.72312927246094,181.9746464718839,175.2849409138052,181.9746464718839,6497726.0,187.51727905273438,187.51727905273438,False,NEGATIVE,SHRIRAMFIN.NS,
2015-05-04,153.43687438964844,175.118160186511,151.5096454385475,172.56088426708658,28038429.0,184.41906044699928,184.41906044699928,False,NEGATIVE,SHRIRAMFIN.NS,
2015-05-05,156.9021759033203,157.82872413884513,147.93316576713462,151.96366147431075,30906640.0,182.12598673502603,182.12598673502603,False,NEGATIVE,SHRIRAMFIN.NS,
2015-05-06,150.92593383789062,158.9406093705165,150.20322470478342,157.1430867851506,11106009.0,179.72598266601562,179.72598266601562,False,NEGATIVE,SHRIRAMFIN.NS,
2015-05-07,142.8556671142578,152.28795921054996,141.03035754500723,149.17475404332214,8459448.0,177.09238869803292,177.09238869803292,False,NEGATIVE,SHRIRAMFIN.NS,
2015-05-08,146.40435791015625,148.69293423404594,141.98469887404482,143.80075083235798,8135095.0,175.04651997884113,175.04651997884113,False,NEGATIVE,SHRIRAMFIN.NS,
